locale,text_key,text_value,context,status,enabled
en-US,TXT_P08_SELECT_MERCENARY,Select Mercenary,STORE_ACTION,CONFIRMED,TRUE
en-US,TXT_P08_SELL,Sell,STORE_ACTION,CONFIRMED,TRUE
en-US,TXT_P08_SOLD_OUT,Sold Out,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_SORT,Sort,STORE_ACTION,CONFIRMED,TRUE
en-US,TXT_P08_STATE_CONTENT,Store is open.,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STATE_EMPTY,No products match this view. Change the filter or sell goods to the store.,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STATE_ERROR,The store data could not be verified. Retry or return.,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STATE_LOADING,Loading the store…,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STATE_LOCKED,Build the store and assign a merchant to begin trading.,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STATE_OFFLINE,Local trading is available. Server synchronization is not used yet.,STORE_STATE,CONFIRMED,TRUE
en-US,TXT_P08_STOCK,Stock: {count},STORE_LABEL,CONFIRMED,TRUE
en-US,TXT_P08_STORE_TITLE,Kingdom Store,STORE_TITLE,CONFIRMED,TRUE
en-US,TXT_P08_SYSTEM_SUPPLY,System Supply,STORE_BADGE,CONFIRMED,TRUE
en-US,TXT_P08_TAB_BUY,Buy,STORE_TAB,CONFIRMED,TRUE
en-US,TXT_P08_TAB_HISTORY,History,STORE_TAB,CONFIRMED,TRUE
en-US,TXT_P08_TAB_SELL,Sell,STORE_TAB,CONFIRMED,TRUE
en-US,TXT_P08_TRANSACTION_FAILED,Transaction failed: {reason},STORE_RESULT,CONFIRMED,TRUE
en-US,TXT_P08_TRANSACTION_SUCCESS,Transaction complete. Personal {personalDelta}; Kingdom {kingdomDelta}.,STORE_RESULT,CONFIRMED,TRUE
en-US,TXT_P08_UPGRADE_REQUIRED,Store level {level} is required.,STORE_ERROR,CONFIRMED,TRUE
en-US,TXT_P08_WALLET_INSUFFICIENT,Not enough Personal Gold.,STORE_ERROR,CONFIRMED,TRUE
en-US,TXT_P14_EVENT_MAX_ENTRIES,P14 raid event limit,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_FAILURE_INJURY_SECONDS,P14 failure injury duration,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_HISTORY_MAX_ENTRIES,P14 raid history limit,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_MAX_TRACE_FRAMES,P14 raid trace frame limit,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_SIMULATION_TICK_HZ,P14 raid simulation ticks,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_SUCCESS_INJURY_SECONDS,P14 success injury duration,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_TRACE_INTERVAL_TICKS,P14 raid trace interval,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_WARNING_HEALER,Healer role is recommended.,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_WARNING_RANGED,Ranged damage role is recommended.,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P14_WARNING_TANK,Tank role is recommended.,P14_RAID,CONFIRMED,TRUE
en-US,TXT_P15_CLOCK_ROLLBACK,Rewards paused because the device clock moved backwards.,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_CLOCK_ROLLBACK_TOLERANCE,Clock rollback tolerance,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_CONTINUE,Continue,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_FACILITY_LINE,Facility production,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_HUB_TITLE,Kingdom journey,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_HUNT_LINE,Hunt progress,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_INJURY_LINE,Injury recovery,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_LOCAL_AUTHORITY,Offline - local progress is available,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_NO_OFFLINE,No offline rewards yet.,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_NPC_LINE,NPC proficiency,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_OFFLINE_HISTORY_MAX_ENTRIES,Offline history limit,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_OFFLINE_MAX_SECONDS,Maximum offline settlement time,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_OFFLINE_MIN_SECONDS,Minimum offline settlement time,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_OFFLINE_TITLE,Return report,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_POTION_LINE,Potion consumption,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_PROMOTION_LINE,Promotion review,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_RELEASE_TITLE,Version 1.0 readiness,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_SKIP,Skip step,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_SKIP_ALL,Skip tutorial,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_TUTORIAL_TARGET_MINUTES,Tutorial target duration,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
en-US,TXT_P15_TUTORIAL_TITLE,Onboarding journey,P15_OFFLINE_TUTORIAL,CONFIRMED,TRUE
ko-KR,NARRATIVE_FINAL_CLEAR,왕국은 다시 세워졌지만 세계의 위협은 아직 끝나지 않았다.,CORE,CONFIRMED,TRUE
ko-KR,NARRATIVE_OPENING_1,몬스터의 침공으로 왕국은 폐허가 되었다.,CORE,CONFIRMED,TRUE
ko-KR,NARRATIVE_OPENING_2,마지막 거점을 복구하고 용병과 장인을 모아야 한다.,CORE,CONFIRMED,TRUE
ko-KR,TXT_ACTIVE_MERC_CAP_V1_DESCRIPTION,1.0 활동 상한,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_BOSS_DRAGON_NAME,잿빛 고룡,MONSTER_NAME,TUNABLE,TRUE
ko-KR,TXT_BOSS_HYDRA_NAME,역병 히드라,MONSTER_NAME,TUNABLE,TRUE
ko-KR,TXT_CURRENCY_KINGDOM_GOLD_NAME,왕국 골드,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_PERSONAL_GOLD_NAME,개인 골드,CURRENCY,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_PREMIUM_FREE_NAME,무료 프리미엄,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_PREMIUM_PAID_NAME,유료 프리미엄,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_SPECIAL_RECRUIT_TICKET_NAME,특별 모집권,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_DEFAULT_HP_RETURN_THRESHOLD_DESCRIPTION,기본 귀환 체력,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_DISMANTLE_ENHANCE_REFUND_DESCRIPTION,강화 재료 환급,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_EQUIPMENT_UPGRADE_THRESHOLD_DESCRIPTION,자동 교체 최소 개선,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_ARCHER_NAME,고룡 날개활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_CLERIC_NAME,재의 성휘,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_GUARDIAN_NAME,잿빛 용린갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_MAGE_NAME,고룡심장 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_WARRIOR_NAME,잿빛 고룡검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_ARCHER_NAME,독사의 눈 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_CLERIC_NAME,정화의 성배,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_GUARDIAN_NAME,히드라 비늘 수호갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_MAGE_NAME,역병 가지 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_WARRIOR_NAME,히드라 송곳니 대검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_ARCHER_WEAPON_NAME,개척자의 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLERIC_WEAPON_NAME,개척자의 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLOTH_ARMOR_NAME,개척자의 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLOTH_HELMET_NAME,개척자의 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_GUARDIAN_WEAPON_NAME,개척자의 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_GUARD_ACCESSORY_NAME,개척자의 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_HEAVY_ARMOR_NAME,개척자의 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_HEAVY_HELMET_NAME,개척자의 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_LIGHT_ARMOR_NAME,개척자의 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_LIGHT_HELMET_NAME,개척자의 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_MAGE_WEAPON_NAME,개척자의 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_POWER_ACCESSORY_NAME,개척자의 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_WARRIOR_WEAPON_NAME,개척자의 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_WISDOM_ACCESSORY_NAME,개척자의 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_ARCHER_WEAPON_NAME,어둠숲 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLERIC_WEAPON_NAME,어둠숲 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLOTH_ARMOR_NAME,어둠숲 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLOTH_HELMET_NAME,어둠숲 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_GUARDIAN_WEAPON_NAME,어둠숲 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_GUARD_ACCESSORY_NAME,어둠숲 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_HEAVY_ARMOR_NAME,어둠숲 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_HEAVY_HELMET_NAME,어둠숲 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_LIGHT_ARMOR_NAME,어둠숲 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_LIGHT_HELMET_NAME,어둠숲 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_MAGE_WEAPON_NAME,어둠숲 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_POWER_ACCESSORY_NAME,어둠숲 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_WARRIOR_WEAPON_NAME,어둠숲 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_WISDOM_ACCESSORY_NAME,어둠숲 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_ARCHER_WEAPON_NAME,철맥 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLERIC_WEAPON_NAME,철맥 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLOTH_ARMOR_NAME,철맥 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLOTH_HELMET_NAME,철맥 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_GUARDIAN_WEAPON_NAME,철맥 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_GUARD_ACCESSORY_NAME,철맥 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_HEAVY_ARMOR_NAME,철맥 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_HEAVY_HELMET_NAME,철맥 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_LIGHT_ARMOR_NAME,철맥 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_LIGHT_HELMET_NAME,철맥 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_MAGE_WEAPON_NAME,철맥 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_POWER_ACCESSORY_NAME,철맥 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_WARRIOR_WEAPON_NAME,철맥 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_WISDOM_ACCESSORY_NAME,철맥 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_ARCHER_WEAPON_NAME,독안개 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLERIC_WEAPON_NAME,독안개 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLOTH_ARMOR_NAME,독안개 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLOTH_HELMET_NAME,독안개 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_GUARDIAN_WEAPON_NAME,독안개 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_GUARD_ACCESSORY_NAME,독안개 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_HEAVY_ARMOR_NAME,독안개 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_HEAVY_HELMET_NAME,독안개 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_LIGHT_ARMOR_NAME,독안개 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_LIGHT_HELMET_NAME,독안개 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_MAGE_WEAPON_NAME,독안개 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_POWER_ACCESSORY_NAME,독안개 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_WARRIOR_WEAPON_NAME,독안개 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_WISDOM_ACCESSORY_NAME,독안개 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_ARCHER_WEAPON_NAME,빙결 유적 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLERIC_WEAPON_NAME,빙결 유적 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLOTH_ARMOR_NAME,빙결 유적 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLOTH_HELMET_NAME,빙결 유적 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_GUARDIAN_WEAPON_NAME,빙결 유적 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_GUARD_ACCESSORY_NAME,빙결 유적 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_HEAVY_ARMOR_NAME,빙결 유적 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_HEAVY_HELMET_NAME,빙결 유적 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_LIGHT_ARMOR_NAME,빙결 유적 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_LIGHT_HELMET_NAME,빙결 유적 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_MAGE_WEAPON_NAME,빙결 유적 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_POWER_ACCESSORY_NAME,빙결 유적 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_WARRIOR_WEAPON_NAME,빙결 유적 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_WISDOM_ACCESSORY_NAME,빙결 유적 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L1_EFFECT,하급 포션,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L2_EFFECT,중급·해독제,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L3_EFFECT,상급·저항약,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L4_EFFECT,레이드 포션,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_NAME,연금술 공방,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L1_EFFECT,T1 제작·분해,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L2_EFFECT,T2·강화 +5,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L3_EFFECT,T3/T4·강화 +8·제련,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L4_EFFECT,T5·보스 장비·강화 +10,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_NAME,대장간,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L1_EFFECT,정식 승급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L2_EFFECT,숙련 승급·지역 정책,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L3_EFFECT,정예 승급·레이드 준비,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L4_EFFECT,영웅·전설 승급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_NAME,모험가 길드,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L1_EFFECT,기본 치료,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L2_EFFECT,치료 시간 -15%,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L3_EFFECT,상태 이상 치료,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L4_EFFECT,치료 시간 -35%,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_NAME,치료소,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L1_EFFECT,활동 4/보유 8,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L2_EFFECT,활동 8/보유 12,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L3_EFFECT,활동 12/보유 18,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L4_EFFECT,활동 16/보유 24,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_NAME,용병 숙소,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L1_EFFECT,기본 매입·판매,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L2_EFFECT,가격 정책·재고 목표,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L3_EFFECT,희귀 장비 취급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L4_EFFECT,보스 장비 진열,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_NAME,상점,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L1_EFFECT,"후보 3명, C/B/A",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L2_EFFECT,"후보 4명, B/A 확률 증가",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L3_EFFECT,"후보 5명, A 확률 증가",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L4_EFFECT,"후보 잠금 2칸, 최고 A 확률",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_NAME,주점,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L1_EFFECT,용량 200,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L2_EFFECT,용량 500·예약 재고,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L3_EFFECT,용량 1200,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L4_EFFECT,용량 3000·필터,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_NAME,창고,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_GRADE_A_NAME,A,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_B_NAME,B,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_C_NAME,C,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_SS_NAME,SS,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_S_NAME,S,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_INVENTORY_RETURN_THRESHOLD_DESCRIPTION,귀환 임계치,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_JOB_ARCHER_NAME,궁수,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_ARCHER_NOTES,원거리 단일 딜러,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_CLERIC_NAME,성직자,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_CLERIC_NOTES,회복·보조,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_GUARDIAN_NAME,수호자,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_GUARDIAN_NOTES,도발·피해 흡수,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_MAGE_NAME,마법사,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_MAGE_NOTES,범위·속성 공격,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_WARRIOR_NAME,전사,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_WARRIOR_NOTES,근접 균형 딜러,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_KINGDOM_1_NAME,폐허 전초기지,KINGDOM_STAGE_NAME,CONFIRMED,TRUE
ko-KR,TXT_KINGDOM_2_NAME,정착 마을,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_3_NAME,요새 도시,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_4_NAME,성채 수도,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_5_NAME,복구된 왕국,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_ASH_CORE_NAME,잿불 핵,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_DRAGON_HEART_NAME,고룡의 심장,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_DRAGON_HORN_NAME,고룡의 뿔,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_DRAGON_SCALE_NAME,잿빛 용비늘,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_HYDRA_FANG_NAME,히드라 송곳니,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_HYDRA_HEART_NAME,히드라 심장,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_HYDRA_SCALE_NAME,히드라 비늘,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_HYDRA_VENOM_NAME,원초 독액,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_ENHANCE_1_NAME,하급 강화석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_ENHANCE_2_NAME,중급 강화석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_ENHANCE_3_NAME,상급 강화석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_ENHANCE_4_NAME,최상급 강화석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_PROMO_ANCIENT_AWAKENING_NAME,고대 각성석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_PROMO_AWAKENING_STONE_NAME,각성석,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_PROMO_BRONZE_EMBLEM_NAME,청동 승급 문장,ITEM_NAME,TUNABLE,TRUE
